,party,sentence,primary_topic
25162,D66,De overheid publiceert daarbij ook een netto binnenlands product waarin schade aan de kapitaalvoorraad en uitputting van grondstoffen worden meegeteld.,Energy
25163,D66,Economische groei moet plaatsvinden binnen de grenzen van het klimaat en de natuur.,Environment
25164,D66,Daarnaast hebben we gebruikgemaakt van het vorige programma: de wereld is immers niet van vandaag op morgen veranderd en onze inzet is dat dan ook niet.,International Affairs
25165,NSC,"Het gevolg is dat we van crisis naar crisis gaan, zonder er ooit één helemaal op te lossen.",Macroeconomics
25166,NSC,"Bekende problemen werden toegedekt, met als schrijnende voorbeelden het toeslagenschandaal, zwarte lijsten bij de Belastingdienst en de schade van de gaswinning in Groningen.",Energy
25167,NSC,"Wij lezen graag andere landen de les over mensenrechten, maar die elementaire rechten werden langdurig geschonden in ons eigen land We merkten en zagen dat deze manier van politiek bedrijven en de bestaande regeringspartijen geen oplossingen meer brachten.",International Affairs
25168,NSC,"Dat klinkt raar met zoveel urgente problemen, maar dat is het niet.",Civil Rights
25169,NSC,"We kunnen de problemen namelijk niet oplossen, omdat de huidige technocratische manier van besturen ons juist in de problemen heeft gebracht.",Government Operations
25170,NSC,We zetten dus een grondwettelijk hof op om grondrechten te verankeren.,Civil Rights
25171,NSC,We beschermen klokkenluiders en laten de inspecties echt onafhankelijk hun werk doen.,Labor
25172,NSC,En we focussen ons in de Tweede Kamer op wetgeving en controle.,Government Operations
25173,NSC,"Daarna lees je onze concrete voorstellen voor Nederland: we focussen ons allereerst op de bestaanszekerheid, op betaalbare en bereikbare eerste levensbehoeftes zoals voedsel, energie en wonen.",Other
25174,NSC,"We krijgen grip op alle vormen van migratie: arbeidsmigratie, studiemigratie en asielmigratie.",Immigration
25175,NSC,We zetten de pensioenen niet verplicht en zonder inspraak om naar een nieuw stelsel.,Social Welfare
25176,NSC,We stoppen het doorgeschoten neoliberale marktdenken: een vaste arbeidsrelatie wordt weer de norm.,Labor
25177,NSC,We stoppen met Nederland als doorstroomparadijs van brievenbusfirma’s en we zorgen ervoor dat durfkapitalisten niet de baas worden van essentiële publieke diensten zoals huisartsenposten.,Labor
25178,NSC,"Het zal meerdere kabinetsperiodes duren voordat we het bestuur op orde hebben en de problemen opgelost zijn, want de problemen zijn structureel en zitten diep.",Government Operations
25179,NSC,Je mag van ons een aantal zaken verwachten op het gebied van goed bestuur en wij vinden dat de overheid in de basis veel meer vertrouwen kan geven aan burgers.,Government Operations
25180,NSC,"Zo begint beter onderwijs niet bij een minister of een Kamerlid, maar bij gedreven en professionele leerkrachten, die hun kennis en vaardigheden overdragen.",Education
25181,NSC,Aanpak van de wooncrisis 18 4.,Housing
25182,NSC,Goed onderwijs 33 7.,Education
25183,NSC,Overheidsfinanciën op orde 75 Verkiezingsprogramma 2023Tijd voor herstel 4Onze boodschap: tijd voor herstel Nederland is een prachtig thuis met vrijheidslievende bewoners.,Macroeconomics
25184,NSC,Ons land ging van crisis naar crisis.,Macroeconomics
25185,NSC,"We kregen te maken met een COVID-crisis, een stikstofcrisis, een aardgascrisis en een wooncrisis.",Energy
25186,NSC,"De onderzoeksrapporten daarover droegen titels als ‘ongekend onrecht’ (toeslagenschandaal), spraken over ‘stelselmatig miskend leed’ (gaswinning-enquête) en zagen ‘wanhoop in de ogen van redelijke mensen’ (stikstofcrisis).",Civil Rights
25187,NSC,Regering en overheid zijn de afgelopen jaren op een groot aantal dossiers tekortgeschoten tegenover de burgers van Nederland.,Government Operations
25188,NSC,Het wekt dan ook geen verbazing dat het vertrouwen in de regering en in de overheid zelden zo laag was als op dit moment.,Government Operations
25189,NSC,"Samen zijn we het eens over prioriteit nummer één van onze partij: een grondige renovatie van het Nederlandse openbaar bestuur , om te voorkomen dat wanbeleid nieuwe slachtoffers maakt.",Law and Crime
25190,NSC,We zagen ook het gebrek aan grondwettelijke toetsing van wetten en aan rechtsbescherming van de burger.,Civil Rights
25191,NSC,Vaak speelden algoritmen met ondoorzichtige data en aannames een dubieuze rol.,Civil Rights
25192,NSC,Op al deze onderwerpen doen wij concrete en uitvoerbare voorstellen om het bestuur te hervormen en de kansen op het ontstaan van een volgende crisis zo klein mogelijk te maken.,Government Operations
25193,NSC,"Met een overheid die het publiek belang dient, haar kerntaken naar behoren uitvoert en leert van fouten.",Government Operations
25194,NSC,"Die eerlijk toegeeft dat niet alles overal kan, of tegelijk.",Civil Rights
25195,NSC,"Van de burgers verwachten wij dat zij niet alleen naar de overheid en naar elkaar wijzen, maar zelf de handen uit de mouwen steken.",Government Operations
25196,NSC,We gaan uit van de verantwoordelijkheid van personen en de gemeenschappen waarin zij leven en werken.,Civil Rights
25197,NSC,Mensen kunnen alleen hun kant van het sociaal contract vervullen (en volwaardig meedoen in de samenleving) wanneer er een stevige bodem onder hun bestaan ligt.,Social Welfare
25198,NSC,"Ons land werd bestuurd alsof het een bedrijf was, met burgers als cliënten en aandacht voor de korte termijn.",Domestic Commerce
25199,NSC,"We namen besluiten op basis van technocratische modellen zonder een duidelijke visie op de toekomst, zoals bij de stikstofcrisis.",Environment
25200,NSC,"En té vaak leek er helemaal niemand achter de schermen verantwoordelijk en greep er niemand in, waardoor bijvoorbeeld het toeslagenschandaal meer dan tien jaar kon voortduren.",Government Operations
25201,NSC,Maar nieuwe problemen zullen blijven ontstaan wanneer we niet ook het bestuur en de manier van besluitvorming zelf hervormen.,Government Operations
25202,NSC,"Aan overheidsbesluiten stellen we de eis dat deze zorgvuldig tot stand komen, consequent worden uitgevoerd en kritisch worden getoetst.",Government Operations
25203,NSC,‘Goed bestuur’ betekent vooral dat de mensen die in publieke organisaties en in de uitvoering werken verantwoordelijkheid moeten kunnen nemen voor hun publieke rol en taak.,Civil Rights
25204,NSC,De publieke sector is de afgelopen decennia echter in de greep geraakt van sturing via prestatie- en marktprikkels en ‘objectieve’ rekenmodellen.,Domestic Commerce
25205,NSC,"Dit is ten koste gegaan van de kwaliteit van wetgeving, van bestuur en van de uitvoering.",Government Operations
25206,NSC,"Een doorgeslagen managementcultuur leidt bovendien tot frustraties op de werkvloer bij de mensen die met passie hun vak willen uitoefenen: lesgeven, zorg verlenen, ondernemen of als agent de orde handhaven.",Labor
25207,NSC,"Het aanpakken van maatschappelijke problemen vraagt om goede inhoudelijke doordenking, het doorzien van samenhang tussen vraagstukken en kennis van wat mogelijke maatregelen in de uitvoeringspraktijk Wat verwachten we van de overheidWat verwachten we van de samenleving Bestuur dat inspeelt op de noden en wensen in de samenleving, de mens centraal stelt en het algemeen belang dient.",Civil Rights
25208,NSC,Bestuur dat oog heeft voor de (on)mogelijkheden van de uitvoeringspraktijk.,Government Operations
25209,NSC,"Aanvaarden van de rechten, plichten en verantwoordelijkheden die bij democratisch burgerschap horen.",Civil Rights
25210,NSC,"Het vraagt ook om inzicht in de effecten van beleid, zowel in de portemonnee als achter de voordeur van mensen.",Government Operations
25211,NSC,Het vraagt soms ook om een bewuste keuze om mensen of organisaties hun problemen zelf te laten oplossen.,Social Welfare
25212,NSC,Dingen worden niet per se beter als ‘Den Haag’ zich ermee bemoeit.,Government Operations
25213,NSC,"Wij willen de komende jaren werk maken van een andere overheid , die de grondrechten, de democratie en de rechtsstaat waarborgt zoals deze waren bedoeld.",Civil Rights
25214,NSC,"We zetten in op een stelsel dat democratie en participatie verankert, de (grond)rechten van mensen beter beschermt, macht en tegenmacht in balans brengt, de kloof tussen beleid en uitvoering dicht en decentrale overheden beter in positie brengt.",Civil Rights
25215,NSC,We werken toe naar een lerende overheid die fouten herstelt en daardoor weer te vertrouwen is.,Social Welfare
25216,NSC,We willen recht doen aan mensen die in de verdrukking zijn geraakt of regelrecht slachtoffer zijn geworden van beleid.,Civil Rights
25217,NSC,Dit vraagt de komende jaren om een volhardende inzet van kabinet en Kamer.,Government Operations
25218,NSC,De gaswinning in het Groningenveld is recent gestopt.,Energy
25219,NSC,In de kabinetsreactie ‘Nij Begun’ worden 50 maatregelen genoemd die recht moeten doen bij de aanpak van de gevolgen van de aardbevingsproblematiek.,Environment
25220,NSC,Deze maatregelen moeten als handvat dienen en voortvarend worden opgepakt.,Government Operations
25221,NSC,De behoefte van mensen in het getroffen gebied staan centraal.,Social Welfare
25222,NSC,De aanpak van het toeslagenschandaal vraagt vooral om het serieus nemen van gedupeerden.,Domestic Commerce
25223,NSC,De overheid moet eerlijk zijn over wat er goed en fout is gegaan.,Domestic Commerce
25224,NSC,Dit moet leiden tot objectieve en onpartijdige besluitvorming met de gebruikelijke rechtsgang op basis van een volledig dossier en belangenbehartiging voor de gedupeerde.,Law and Crime
25225,NSC,We geven prioriteit aan de zwaarst getroffen gezinnen en redeneren vanuit hun behoefte en hulpvraag.,Social Welfare
25226,NSC,"De aanbevelingen uit het advies ‘elke regio telt’, moeten daarom worden opgepakt.",Government Operations
25227,NSC,Een nieuw kabinet moet investeren in de structurele samenwerking met de regio.,Government Operations
25228,NSC,"We pleiten ervoor dat het kabinet met alle provincies een strategische investeringsagenda opstelt, waarin afspraken staan over economische ontwikkeling, bereikbaarheid en cultuur.",Government Operations
25229,NSC,Deze afspraken vervangen de bestaande regiodeals en worden leidend voor de toekenning van rijksbudgetten uit de begroting.,Government Operations
25230,NSC,"We werken op deze manier aan brede welvaart in alle regio’s, in plaats van sterker te maken wat al sterk is.",Government Operations
25231,NSC,"Het overleg met de provincies over de regionale agenda vindt niet in Den Haag, maar in de regio zelf plaats.",Government Operations
25232,NSC,"Het beschermen van (grond)rechten Te vaak hebben we gezien dat de overheid haar burgers strikt houdt aan wetten en regels, maar het zelf niet zo nauw neemt met grondrechten.",Civil Rights
25233,NSC,We willen de grondrechten van mensen beter beschermen door overheidsbevoegdheden waar nodig strakker te begrenzen en door de positie van de burger ten opzichte van de overheid te versterken.,Civil Rights
25234,NSC,Daarom willen wij het verbod op toetsing aan de Grondwet opheffen en een constitutioneel hof instellen dat aangenomen wetten toetst aan de Grondwet.,Government Operations
25235,NSC,De Kamer heeft de grondwettelijke plicht om wetten te toetsen aan de grondrechten.,Civil Rights
25236,NSC,"Bij het uitvoeren van beleid, wet- en regelgeving kijken we naar de bedoeling van de bepaling; we passen het recht toe en hanteren hierbij rechtsbeginselen die onbedoelde Verkiezingsprogramma 2023Tijd voor herstel 8Inhoudsopgavenegatieve effecten voor de burger kunnen bijstellen.",Government Operations
25237,NSC,Voor burgers moet het eenvoudiger zijn om gemaakte (procedurele) fouten laagdrempelig en in alle fases te herstellen of bijzondere omstandigheden te melden.,Law and Crime
25238,NSC,De eigen bijdrage moet stapsgewijs worden afgebouwd.,Social Welfare
25239,NSC,De belangrijkste privacywet is de Algemene Verordening Gegevensbescherming (AVG).,Civil Rights
25240,NSC,De overheid moet ervoor zorgen dat deze wordt nageleefd op een manier die recht doet aan de belangen van burgers.,Civil Rights
25241,NSC,De stem van de bevolking moet gehoord worden en beter doorwerken in het beleid en de wetgeving.,Government Operations
25242,NSC,In dit stelsel wordt een vast aantal (we denken aan 100-125) Kamerzetels aan districten toegedeeld.,Government Operations
25243,NSC,"Elk kiesdistrict stuurt zijn eigen volksvertegenwoordigers naar Den Haag, waarbij districten met veel kiezers meer Kamerleden kunnen afvaardigen dan regio’s met minder kiezers.",Government Operations
25244,NSC,De zorgen van mensen uit alle delen van het land worden zo beter gehoord in het parlement.,International Affairs
25245,NSC,We voeren de aanbevelingen van Raad van Europa (GRECO) uit door de initiatiefnota die is opgesteld samen met VOL T om te zetten in wet- en regelgeving.,European Integration
25246,NSC,"Zo komt er een draaideurverbod, een afkoelperiode voor ministers en een lobbyregister.",Government Operations
25247,NSC,Ook moet het gebruikelijker worden om ambtenaren te raadplegen die belast zijn met de uitvoering.,Government Operations
25248,NSC,"Modellen hebben zowel in de stikstofcrisis, de gascrisis, het toeslagenschandaal als de coronacrisis een dubieuze rol gespeeld.",Macroeconomics
25249,NSC,Algoritmes worden steeds vaker ingezet als een zogenaamd objectieve manier van besluitvorming.,Civil Rights
25250,NSC,Maar modellen worden door mensen geprogrammeerd met aannames en ‘getraind’ met data.,Civil Rights
25251,NSC,"Als modellen worden gebruikt om besluiten te nemen en beleid te maken, moeten deze achterliggende data en aannames transparant zijn.",Domestic Commerce
25252,NSC,We steunen de invoering van een correctief wetgevingsreferendum .,Government Operations
25253,NSC,Het referendum wordt alleen ingezet om de vraag te beantwoorden of een door het parlement aangenomen wet van kracht moet worden.,Government Operations
